train_input_1,train_input_2,train_output_1
[802 -995 -362 371 -564 -163 -287 -221 421 287 734 907 -850 -464 -763 653 -277 255 -309 773 280 -307 458 287 -749 406 603 585 -219 -380 -610 -787 -868 -308 -743 306 -101 -727 -623 -932 897 -822 -466 133 890 -108 85 601],[601 85 -108 890 133 -466 -822 897 -932 -623 -727 -101 306 -743 -308 -868 -787 -610 -380 -219 585 603 406 -749 287 458 -307 280 773 -309 255 -277 653 -763 -464 -850 907 734 287 421 -221 -287 -163 -564 371 -362 -995 802],true
[618 200 -854 -579 -812 -136 174 905 -937 714 -811 -514 -598 453 -325 941 242 282 361 -897 270 -943 -849 475 -481 764 -665],[-665 764 -481 475 -849 -943 270 -897 361 282 242 941 -325 453 -598 -514 -811 714 -937 905 174 -136 -812 -579 -854 200 618],true
[798 929 321 -465 628 -544 -524 725],[725 -524 -544 628 -465 321 929 798],true
[-698 -150 971 218 -582 492 85 -224 416 -313 804 -345 60 -765 927 -557 901 987 -491 -44 169 -863 48 -316 960 -327 -711 591 375 838 -712 988 144 386 317 -296 390 -722 -638 -931 346 -561 195 -68 216 29],[29 216 -68 195 -561 346 -931 -638 -722 390 -296 317 386 144 988 -712 838 375 591 -711 -327 960 -316 48 -863 169 -44 -491 987 901 -557 927 -765 60 -345 804 -313 416 -224 85 492 -582 218 971 -150 -698],true
[-696 -120 -594 289 844 288 -501 118 393],[393 118 -501 288 844 289 -594 -120 -696],true
[-261 513 -260 -998 97 -863 -438 -245 -17 677 -174 -36 33 872 951 -928 -156 -263 -416 -673 -618 -931 287 -458 -174 -990 -459 674 187 459 340 274 647 667 -10 -773 -538 -207 320 145 994 833 480 -45 -54 -157 -169 -134],[-134 -169 -157 -54 -45 480 833 994 145 320 -207 -538 -773 -10 667 647 274 340 459 187 674 -459 -990 -174 -458 287 -931 -618 -673 -416 -263 -156 -928 951 872 33 -36 -174 677 -17 -245 -438 -863 97 -998 -260 513 -261],true
[524 386 535 835 -313 376 204 -558 -751 350 800 -245 -33 67 327 625 -976 882],[882 -976 625 327 67 -33 -245 800 350 -751 -558 204 376 -313 835 535 386 524],true
[839 -35 618 153 -401 -446 211 -35 -479 -27 -53 -940 774 -924 -93 -40 946 -898 -200 -474 116 575 -113 865],[865 -113 575 116 -474 -200 -898 946 -40 -93 -924 774 -940 -53 -27 -479 -35 211 -446 -401 153 618 -35 839],true
[753 775 768 643 172 232 -933 -843 -420 -246 369 17],[17 369 -246 -420 -843 -933 232 172 643 768 775 753],true
[-689 205 438 -359 366 -138 -209 -844 -271 -158 -328 249 647 216 676 -432 -239 -55 -615 895 -193 412 -173 -343 -677 -586 971 -619 862 -626 47 850 -488 287 -797 -808 990 -159 941 758 -1000],[-1000 758 941 -159 990 -808 -797 287 -488 850 47 -626 862 -619 971 -586 -677 -343 -173 412 -193 895 -615 -55 -239 -432 676 216 647 249 -328 -158 -271 -844 -209 -138 366 -359 438 205 -689],true
[168 -790 664 320 4 -689 909 500 -682 -418 585 838 30 526 24 -417 216 848 -440 -393 -188],[-188 -393 -440 848 216 -417 24 526 30 838 585 -418 -682 500 909 -689 4 320 664 -790 168],true
[-528 -373 -807 344 515 963 -941],[-941 963 515 344 -807 -373 -528],true
[-565 -624 -521 297 -24 202 -252 604 -981 873 -208 -604 0 286 -617 901 872 -402 377 -966 -498 -793 285 -166 673 927 38 -689 -418 203 961 414 568 -41 -630 379 -911 -783 -833],[-833 -783 -911 379 -630 -41 568 414 961 203 -418 -689 38 927 673 -166 285 -793 -498 -966 377 -402 872 901 -617 286 0 -604 -208 873 -981 604 -252 202 -24 297 -521 -624 -565],true
[-617 159 -123],[-123 159 -617],true
[-142 101 -766 232],[232 -766 101 -142],true
[-839 704 616 -414 163 -996 181 -917],[-917 181 -996 163 -414 616 704 -839],true
[937 -385 566 -213 44 -787 215 -810 -652 -43 -382 645 -614 878 -52 -483 -815 474 423 720],[720 423 474 -815 -483 -52 878 -614 645 -382 -43 -652 -810 215 -787 44 -213 566 -385 937],true
[-541 -70 158 -296 -43 -848 872 29 -55 -92 -157 440 391 -564 694 751 886 520 526 -402 412 928 -152 -902 508 17 -166 812 -720 908 685 -719 -356 -430 -753 706 175 192 350 396 -917 780 641 -951 -304 709 -888 549],[549 -888 709 -304 -951 641 780 -917 396 350 192 175 706 -753 -430 -356 -719 685 908 -720 812 -166 17 508 -902 -152 928 412 -402 526 520 886 751 694 -564 391 440 -157 -92 -55 29 872 -848 -43 -296 158 -70 -541],true
[551 515 -525 196 -27 490 -96 71 946 -160],[-160 946 71 -96 490 -27 196 -525 515 551],true
[878 -153 -162 955 -611 -52 -674 -199 -903 416 -944 613 -706 454 185 -163 12 -433 176 637 -90 -868 -217 92 98 -728 -252 -439 696 13 -973 783 -269 633 -213 485 959 -850 212 -376 -871 458 942 330 232 -683 37 553],[553 37 -683 232 330 942 458 -871 -376 212 -850 959 485 -213 633 -269 783 -973 13 696 -439 -252 -728 98 92 -217 -868 -90 637 176 -433 12 -163 185 454 -706 613 -944 416 -903 -199 -674 -52 -611 955 -162 -153 878],true
[204 191 628 -289 701 931 -617 773 -608 -200 -269 -613 976 -326 -2 92 486 764],[764 486 92 -2 -326 976 -613 -269 -200 -608 773 -617 931 701 -289 628 191 204],true
[-154 -638 623 -687 -223 -500 995 13 32 -856 -329],[-329 -856 32 13 995 -500 -223 -687 623 -638 -154],true
[-991 -457 -523],[-523 -457 -991],true
[-709 922 -80 147 -873 -860 -347 -338 250 466 -988 717 282 -295 632 207 -731 723 -833 738 -818 784 -440 932 973 17 -563 584 -911 -159 149 598 -708 450 -936 986 538 -847 -317 -95 747 -727 505 859 -971],[-971 859 505 -727 747 -95 -317 -847 538 986 -936 450 -708 598 149 -159 -911 584 -563 17 973 932 -440 784 -818 738 -833 723 -731 207 632 -295 282 717 -988 466 250 -338 -347 -860 -873 147 -80 922 -709],true
[-791 -871 -333 169 631 -880 -774 908 613 481 -137 935 365 79 940 692 960 945 255 246],[246 255 945 960 692 940 79 365 935 -137 481 613 908 -774 -880 631 169 -333 -871 -791],true
[-632 804 -591 517 -247 222 826 149 180 -505 -300 924 -768],[-768 924 -300 -505 180 149 826 222 -247 517 -591 804 -632],true
[-907],[-907],true
[840 512 763 -324 -185],[-185 -324 763 512 840],true
[-411 255 161 251 330 190 -106 909 566 -339 689 145 -521 177 719 382],[382 719 177 -521 145 689 -339 566 909 -106 190 330 251 161 255 -411],true
[-338 -87 -221 541 579 -765 -538 641 -826 268 -403 498 -281 138 400 935 625 -951 145 -977 -843 -788 955 -476 19 97 511 -187 469 -948 244 -43 38 -62 -196 399 -984 -598 809 278 -574 -862 325 555 5 -16 -51 475 -71],[-71 475 -51 -16 5 555 325 -862 -574 278 809 -598 -984 399 -196 -62 38 -43 244 -948 469 -187 511 97 19 -476 955 -788 -843 -977 145 -951 625 935 400 138 -281 498 -403 268 -826 641 -538 -765 579 541 -221 -87 -338],true
[511 867 210 311 931 211 -290 793 -412 -919 510 539],[539 510 -919 -412 793 -290 211 931 311 210 867 511],true
[-100 653 34 -905 275 -568 650 743 -222 -123 -826],[-826 -123 -222 743 650 -568 275 -905 34 653 -100],true
[287 -846 -399 349 -522 983 16 -883 105 -873 645 159 -615 535 -18 335 -319 609 -787 -399 -403 -384 -219 961 809 482 -789 -777 30 378 -333 468 -455 -389],[-389 -455 468 -333 378 30 -777 -789 482 809 961 -219 -384 -403 -399 -787 609 -319 335 -18 535 -615 159 645 -873 105 -883 16 983 -522 349 -399 -846 287],true
[437 665 879 -413 584 -357 895 -811 -681 -604 966 161 -541 178 -29 -313 -982 -55 574 319 465 564 926 -329 787 592 -675 -767 352 -600 753 569 -904 48 -687],[-687 48 -904 569 753 -600 352 -767 -675 592 787 -329 926 564 465 319 574 -55 -982 -313 -29 178 -541 161 966 -604 -681 -811 895 -357 584 -413 879 665 437],true
[-444 -582],[-582 -444],true
[-15 872 332 967 -142 734 366 963 506 678 -905 304 78 540],[540 78 304 -905 678 506 963 366 734 -142 967 332 872 -15],true
[-269 446 60 979 -821 735 -803 51 971 -645 852 -75 321 367 -32 69 443 -123 347 513 -28 -734 -288 135 303 -423 690 267 777 -278 -512 -359 -721 -163 -332 -668 -244 362 -547 312 -285 353 657 903 612 -700 62],[62 -700 612 903 657 353 -285 312 -547 362 -244 -668 -332 -163 -721 -359 -512 -278 777 267 690 -423 303 135 -288 -734 -28 513 347 -123 443 69 -32 367 321 -75 852 -645 971 51 -803 735 -821 979 60 446 -269],true
[777 515 -536 -111 -540 -904 -501 85 838 826 -92 -144 -898 377 826 646 -206 779 350 614 951 787 679 526 -585 130 893 -485 10 -981 162 956 -776 -301 355 889 459 -344 811 -950 -884 937 -339 -695 395],[395 -695 -339 937 -884 -950 811 -344 459 889 355 -301 -776 956 162 -981 10 -485 893 130 -585 526 679 787 951 614 350 779 -206 646 826 377 -898 -144 -92 826 838 85 -501 -904 -540 -111 -536 515 777],true
[-596 -247 659 -966 783 648 -119 -190 -84 -527 466 -770 -402 440 708 -534 652 771 514 -583],[-583 514 771 652 -534 708 440 -402 -770 466 -527 -84 -190 -119 648 783 -966 659 -247 -596],true
[159 -799 -853 204 -409 -2 -676 446],[446 -676 -2 -409 204 -853 -799 159],true
[-587 854 323 -481 -384 970 -366 535 360 -921 -245 723 82 -620 678 -146 -283 178],[178 -283 -146 678 -620 82 723 -245 -921 360 535 -366 970 -384 -481 323 854 -587],true
[-929 -498 312 350 434 817 -10 -961 -935 -55 176 297],[297 176 -55 -935 -961 -10 817 434 350 312 -498 -929],true
[454 863 342 534 648 -546 -460 941 567 58 614 986 -430 -688 -447 -834 381 726 328 145 -202],[-202 145 328 726 381 -834 -447 -688 -430 986 614 58 567 941 -460 -546 648 534 342 863 454],true
[-644 859 -145 782 -948 -221 18 -921 -762 556 239 -95 976 -909 611 892 -477 536 153 93 456 561 -93 284 -306 -768 630 415 -837 -789 637 -456 -339 759 -500 285 -449],[-449 285 -500 759 -339 -456 637 -789 -837 415 630 -768 -306 284 -93 561 456 93 153 536 -477 892 611 -909 976 -95 239 556 -762 -921 18 -221 -948 782 -145 859 -644],true
[-441 591 -352 -57 389 -706 967 115 118 -294 -215 744 668],[668 744 -215 -294 118 115 967 -706 389 -57 -352 591 -441],true
[994 -430 162 -216 -977 272 -149 10 155 322 -735 -829 657 -570 -388 627 999 354 461 -49 -868 53 6 -723 673 95 -382 -37 -372 -466 963 -125 -913 63 -642 448 -555 -846 59 -618],[-618 59 -846 -555 448 -642 63 -913 -125 963 -466 -372 -37 -382 95 673 -723 6 53 -868 -49 461 354 999 627 -388 -570 657 -829 -735 322 155 10 -149 272 -977 -216 162 -430 994],true
[869 41 765 868 254 151 285 895 367 -763 853 210],[210 853 -763 367 895 285 151 254 868 765 41 869],true
[726 665 -387 172 160 -5 -289 182 367 696 383 -313 736 -788 -217 -502 -323 -366 942 -23 822 -860 -751 -703 -158 303 257 222 -546 -416 -166 -442 995],[995 -442 -166 -416 -546 222 257 303 -158 -703 -751 -860 822 -23 942 -366 -323 -502 -217 -788 736 -313 383 696 367 182 -289 -5 160 172 -387 665 726],true
[809 564 472 398 -314 -907 -46 -777 -35 -551 321 299 -824 711 958 -644 710 627 942 -941 450 661 241 -624 841 -896 862 772 -270 272 144 907 55 -412 726 -99 -58 575 -650 24 111],[111 24 -650 575 -58 -99 726 -412 55 907 144 272 -270 772 862 -896 841 -624 241 661 450 -941 942 627 710 -644 958 711 -824 299 321 -551 -35 -777 -46 -907 -314 398 472 564 809],true
[-532 466 -98 266 908 -410 649 972 496 525 -762 -132 -743 855 -801],[-801 855 -743 -132 -762 525 496 972 649 -410 908 266 -98 466 -532],true
[-908 604 -316 -545 592 851 674 465 -55 -708 -396 16 750 -515 623 -818 375 -585 -694 924 506 -178 -446 508 -793 -411 -394 697 -586 -267],[-267 -586 697 -394 -411 -793 508 -446 -178 506 924 -694 -585 375 -818 623 -515 750 16 -396 -708 -55 465 674 851 592 -545 -316 604 -908],true
[-822 -595 -1000 747 -211 -177 -440 -813 -390 997 -784 670 230 252 944 711 -360 -656 459 48 537 316 -226 180 557 -82 147 -330 -429 899 -16 -353 521 557 -953 -160 866 731],[731 866 -160 -953 557 521 -353 -16 899 -429 -330 147 -82 557 180 -226 316 537 48 459 -656 -360 711 944 252 230 670 -784 997 -390 -813 -440 -177 -211 747 -1000 -595 -822],true
[237 -843 -346 3 -83 432 -713 739 -791 -940 -534 582 585 562 409 17 974 477 -980 -339 805 82 -879 336 -693 345 700 -200 286 170 400 -757 -662],[-662 -757 400 170 286 -200 700 345 -693 336 -879 82 805 -339 -980 477 974 17 409 562 585 582 -534 -940 -791 739 -713 432 -83 3 -346 -843 237],true
[148 -376 -810 -59 489 -651 -66 228 -296 515 614 -609 217 160 -874 -256 608 754 826 406 187 157 -345 606 88 575 -54 -60 -524 -580 -23 -519 343 -111 821 495 -584],[-584 495 821 -111 343 -519 -23 -580 -524 -60 -54 575 88 606 -345 157 187 406 826 754 608 -256 -874 160 217 -609 614 515 -296 228 -66 -651 489 -59 -810 -376 148],true
[-421],[-421],true
[-812 -213 -354 375 -628 521 -740 -221 22 -135 -185 -502 -470 245 347 635 697 409 -488 -877 203 -45 756 -243 -175 -132 257 656 -609 -437 734 -957 588 -893 123 673 477 -627 -111 952 888],[888 952 -111 -627 477 673 123 -893 588 -957 734 -437 -609 656 257 -132 -175 -243 756 -45 203 -877 -488 409 697 635 347 245 -470 -502 -185 -135 22 -221 -740 521 -628 375 -354 -213 -812],true
[-204 876 22 -275 247 123 -903 117 414 312 577 557 -216 -10 773 241 -357 136 202 -912 -81 -427 446 170 948 -755 627 -98 171 678 -233 -637 -745 47 -523 51 37 -82 682 817 203 -246 95 421 677 764 -317],[-317 764 677 421 95 -246 203 817 682 -82 37 51 -523 47 -745 -637 -233 678 171 -98 627 -755 948 170 446 -427 -81 -912 202 136 -357 241 773 -10 -216 557 577 312 414 117 -903 123 247 -275 22 876 -204],true
[609 215 356 711 -170 634 -56 122 486 333 -444 -146 -907 926],[926 -907 -146 -444 333 486 122 -56 634 -170 711 356 215 609],true
[12 -907 -244 -614 -864 313 -787 701 637 -452 -948],[-948 -452 637 701 -787 313 -864 -614 -244 -907 12],true
[-315 9 705 579 -736 212 540 744 408 838 941 401 353 197 -588 -823 651],[651 -823 -588 197 353 401 941 838 408 744 540 212 -736 579 705 9 -315],true
[-322 762 -861 961 -450 -498 815 -251 117 -904 566 730 -973 -174 968 -294 68 414 -776 776 -219 311 602 -652 425 -126 596 393 -921 -32 549 931 944],[944 931 549 -32 -921 393 596 -126 425 -652 602 311 -219 776 -776 414 68 -294 968 -174 -973 730 566 -904 117 -251 815 -498 -450 961 -861 762 -322],true
[818 125 -634 -778 185 -771 -278 -731 459 827 -310 43 -453 249 -545 822 -788 641 678 -412 694 96 -496 -187 710 857 751 324 -72 -670 36 -981],[-981 36 -670 -72 324 751 857 710 -187 -496 96 694 -412 678 641 -788 822 -545 249 -453 43 -310 827 459 -731 -278 -771 185 -778 -634 125 818],true
[975 -988 -979 -809 681 -665 851 -691 204 -241 -135 -586 785 212 299 676 -727 -414 436 -898 -40 -978 386 -256 908 -160 310 -486 232],[232 -486 310 -160 908 -256 386 -978 -40 -898 436 -414 -727 676 299 212 785 -586 -135 -241 204 -691 851 -665 681 -809 -979 -988 975],true
[848 391 -751],[-751 391 848],true
[261 -134 -792 977 183 346 -539 483 914 625 72 195 504 374 829 -883 -564 -203 -66 728 -358 -182 -315 984 -973 -611 782],[782 -611 -973 984 -315 -182 -358 728 -66 -203 -564 -883 829 374 504 195 72 625 914 483 -539 346 183 977 -792 -134 261],true
[560 63 34 -85 -978 699 -712 -726 821 617 -324 108 981 284 555 -775 -107 -67 302 -747 830 348 -263 -228 -683 -729 83 956 -51 -615 829 -65 958 -511],[-511 958 -65 829 -615 -51 956 83 -729 -683 -228 -263 348 830 -747 302 -67 -107 -775 555 284 981 108 -324 617 821 -726 -712 699 -978 -85 34 63 560],true
[74 -770 866 244 396 -940 286 683 893 282 -24 -975 -546 349 547 -983 222 -446 15 566],[566 15 -446 222 -983 547 349 -546 -975 -24 282 893 683 286 -940 396 244 866 -770 74],true
[730 626 454 -816 987 -839 179 925 63 894 888 -100 -650 730 443 -510 -279 -922 175 321 -253 588 -218 -365 -643 -209 268 -581 473 241 727 953 857 57 -458 200 732 987],[987 732 200 -458 57 857 953 727 241 473 -581 268 -209 -643 -365 -218 588 -253 321 175 -922 -279 -510 443 730 -650 -100 888 894 63 925 179 -839 987 -816 454 626 730],true
[-835 586 -995 35 141 -978 -926 -541 278 -166 672 420 635 -133 5 797 760 536 -426 -158 738 156 537 -606 -479 286 105 54 -117 108 883 -261 -711 358 575 894 -932 407 -286 -154 700],[700 -154 -286 407 -932 894 575 358 -711 -261 883 108 -117 54 105 286 -479 -606 537 156 738 -158 -426 536 760 797 5 -133 635 420 672 -166 278 -541 -926 -978 141 35 -995 586 -835],true
[-218],[-218],true
[-995 -223 240 382 943 812],[812 943 382 240 -223 -995],true
[700 -488 -677 755 -740 -999 -647 -315 567 -351 -245 236 -780 -805 465 197 823 -528 338 -481 624 -602 313 93 -313 256 28 734],[734 28 256 -313 93 313 -602 624 -481 338 -528 823 197 465 -805 -780 236 -245 -351 567 -315 -647 -999 -740 755 -677 -488 700],true
[-351 601 708 553],[553 708 601 -351],true
[-191 -808 -36 595 352 -901 983 228 -742 -655 355 -468 -562 -799 557 663 541 241 857 -645 -552 865 49 888 464 871 -262],[-262 871 464 888 49 865 -552 -645 857 241 541 663 557 -799 -562 -468 355 -655 -742 228 983 -901 352 595 -36 -808 -191],true
[882 831 -884],[-884 831 882],true
[-265 435 -466 813 -262],[-262 813 -466 435 -265],true
[-349 -862 -562 -797 234 -64 70 -273 377 48 855 -890 41 -309 155 -929 264 -132 912 465 -886 -468 379 370 74 463 363 -759 -278 -72 -715 -799 -432 -681 -380 -570 648 -335 268 -135],[-135 268 -335 648 -570 -380 -681 -432 -799 -715 -72 -278 -759 363 463 74 370 379 -468 -886 465 912 -132 264 -929 155 -309 41 -890 855 48 377 -273 70 -64 234 -797 -562 -862 -349],true
[812 975 993 -757 407 342 -237 441 516 -356 1000 721 -685],[-685 721 1000 -356 516 441 -237 342 407 -757 993 975 812],true
[-4 -625 -521 -667 -280 -879 -469 996 -995 -848 -981 -722 -430 -268 100 973 213 490 -608 545 891 175 -39 93 -487 84 258 -235 -498 957 -520 24 -822 894 -637 -404 782 -926],[-926 782 -404 -637 894 -822 24 -520 957 -498 -235 258 84 -487 93 -39 175 891 545 -608 490 213 973 100 -268 -430 -722 -981 -848 -995 996 -469 -879 -280 -667 -521 -625 -4],true
[-565 -857 -997 -66 217 81 842 773 -990 -280 396 203 641 -19 -776 -230 322 -348 15 581 685 959 337 -479 272 249 883],[883 249 272 -479 337 959 685 581 15 -348 322 -230 -776 -19 641 203 396 -280 -990 773 842 81 217 -66 -997 -857 -565],true
[746 -19 680 -831 915 579 -137 -712 25 692 42 -96 -310 718 717 556 60 239],[239 60 556 717 718 -310 -96 42 692 25 -712 -137 579 915 -831 680 -19 746],true
[892 682 567 -305 415 651 -192 -66 -463 178 489 6 941 21 -572 -282 742 93 -868 -87 -939 -837 679 -295 -191 967 -320 545 842 102 -513 563 73 166 927 248 -496 591 412 319 844],[844 319 412 591 -496 248 927 166 73 563 -513 102 842 545 -320 967 -191 -295 679 -837 -939 -87 -868 93 742 -282 -572 21 941 6 489 178 -463 -66 -192 651 415 -305 567 682 892],true
[316 831 682 391 515 682 78 -549 536 -704 676 12 -168 -362 -66 -619 -370 722 -618 -501 566 369 -463 -807 -46 872],[872 -46 -807 -463 369 566 -501 -618 722 -370 -619 -66 -362 -168 12 676 -704 536 -549 78 682 515 391 682 831 316],true
[985 -498 618 848 537 -689 -429 498 -137 279 472 608 -511 674 -282 642 -29],[-29 642 -282 674 -511 608 472 279 -137 498 -429 -689 537 848 618 -498 985],true
[305 -138 -437 708 993 54 281 -600 713],[713 -600 281 54 993 708 -437 -138 305],true
[583],[583],true
[-595 -123 525 491 979 -842 -90 989 -716],[-716 989 -90 -842 979 491 525 -123 -595],true
[979],[979],true
[-770 -769 260 944 -498 550 321 998 448],[448 998 321 550 -498 944 260 -769 -770],true
[594 -729 563 390 231],[231 390 563 -729 594],true
[-693 -442 -860 161 -382 -379 679 -29 -648 -717 -90 958 -905 299 650 481 -955 967 -155 -305 638 221 901 -309 394 -41 410 504 -44 897 -398 499 249 -508 139 498 418 595 930],[930 595 418 498 139 -508 249 499 -398 897 -44 504 410 -41 394 -309 901 221 638 -305 -155 967 -955 481 650 299 -905 958 -90 -717 -648 -29 679 -379 -382 161 -860 -442 -693],true
[360 -879 -87 967 -454 -158 626 -152 684 -426 -61 791 136 -552 998 403 856 -315 386 -896 275 603 665 616 -870 488 -936 -333 240 -453 -754 241 -627 143 15 299 -249 -457 966 419 646],[646 419 966 -457 -249 299 15 143 -627 241 -754 -453 240 -333 -936 488 -870 616 665 603 275 -896 386 -315 856 403 998 -552 136 791 -61 -426 684 -152 626 -158 -454 967 -87 -879 360],true
[-505 699 295 -222 495 269 736 782 401 365 439 69],[69 439 365 401 782 736 269 495 -222 295 699 -505],true
[-107 907 -15 -630 717 -424 -592 -523 -536 -455 47 -572 643 231 253 366 -803 -871 -14 -539 460 144 657 -110],[-110 657 144 460 -539 -14 -871 -803 366 253 231 643 -572 47 -455 -536 -523 -592 -424 717 -630 -15 907 -107],true
[675 -86 970 -436 -409 -255 182 243 -746 71 610 -760 -879 517],[517 -879 -760 610 71 -746 243 182 -255 -409 -436 970 -86 675],true
[-233 -137 -561 -133 516 -449 293 -738 -52 -127 492 52 -456 478 951 -736 141 696 -320 -569 -472 604 -17 774 644 890 833 -746],[-746 833 890 644 774 -17 604 -472 -569 -320 696 141 -736 951 478 -456 52 492 -127 -52 -738 293 -449 516 -133 -561 -137 -233],true
[-823 736 -127 -950 -318 630 58 55 639 774 -856 -52 -205 293],[293 -205 -52 -856 774 639 55 58 630 -318 -950 -127 736 -823],true
[357 285 -267 -803 573 46 -377 -155 47 -814 -28 135],[135 -28 -814 47 -155 -377 46 573 -803 -267 285 357],true
[46 546 -799 385 -657 987 110 -199 -375 -183 125 252 -652 -2 837 -973 -356 -841 180 839 755 -689 -448 -413 16],[16 -413 -448 -689 755 839 180 -841 -356 -973 837 -2 -652 252 125 -183 -375 -199 110 987 -657 385 -799 546 46],true
[66 141 -790 -555 781],[781 -555 -790 141 66],true
[-529 -100 -123 -370 120 -352 355 -360 74 42 -686 -115 -619 -555 337 117 -702 -222 -140 840 -849 424 -918 414 74 -778 314 401 526 -39 -781 829 40 -30 -211 -909 -82 843 49 960 -198 -703 490 466 774],[774 466 490 -703 -198 960 49 843 -82 -909 -211 -30 40 829 -781 -39 526 401 314 -778 74 414 -918 424 -849 840 -140 -222 -702 117 337 -555 -619 -115 -686 42 74 -360 355 -352 120 -370 -123 -100 -529],true
[304 509 541 573 -451 -516],[-516 -451 573 541 509 304],true
[-535 451 -62 -585 784 -424 -54 320 517 -331 -292 -913 -459 581 -169 210 462 -515],[-515 462 210 -169 581 -459 -913 -292 -331 517 320 -54 -424 784 -585 -62 451 -535],true
[-904 -126 419 637 -585 527 -33 189 275 93 46 737 -196 77 -338 719 -165 -679 399 -304 -574],[-574 -304 399 -679 -165 719 -338 77 -196 737 46 93 275 189 -33 527 -585 637 419 -126 -904],true
[139 963 -421 840 301 -53 -377 -147 400 925 -334 626 -962 -959 354 -378],[-378 354 -959 -962 626 -334 925 400 -147 -377 -53 301 840 -421 963 139],true
[-456 740 -71 57 186 412 339 208 893 238 429 614 -421 -947 -258 343 959 254 641 510 -803 865 827 337 -43 621 -199 -148 -468 -762 120 -233 822 -702 543 -188 -849 121 -115 -147],[-147 -115 121 -849 -188 543 -702 822 -233 120 -762 -468 -148 -199 621 -43 337 827 865 -803 510 641 254 959 343 -258 -947 -421 614 429 238 893 208 339 412 186 57 -71 740 -456],true
[-430 89 804 -833 468 114 -24 749 -532 867 162 -8 789 -819 -633 121 -330 -975 -478 859 6 80 -416 -172 -993 510 327 884 566 388 592 869 954 -664],[-664 954 869 592 388 566 884 327 510 -993 -172 -416 80 6 859 -478 -975 -330 121 -633 -819 789 -8 162 867 -532 749 -24 114 468 -833 804 89 -430],true
[479 -465 -878 -741 499 897 -308 -905 454 870 -440],[-440 870 454 -905 -308 897 499 -741 -878 -465 479],true
[-404 -954],[-954 -404],true
[-729 -210 469 170 410 284 -598 -227 -935 323 655 418 -760 -53 691 346 -273],[-273 346 691 -53 -760 418 655 323 -935 -227 -598 284 410 170 469 -210 -729],true
[-219 -55 -587 478 508 -529 977 -834 -305 -939 604 -691],[-691 604 -939 -305 -834 977 -529 508 478 -587 -55 -219],true
[97 -968 -609 -956 -535 536 879 -798 -330 -514 -737 297 -785 528 -875 692 251 -566 733 -361 -767 281 -614 49 -395 -395 -27 -586 -946 239 385 939 156 54 745 265 -473 -210 55 -787 -831],[-831 -787 55 -210 -473 265 745 54 156 939 385 239 -946 -586 -27 -395 -395 49 -614 281 -767 -361 733 -566 251 692 -875 528 -785 297 -737 -514 -330 -798 879 536 -535 -956 -609 -968 97],true
[433 -238 -475 -740 491 -689 161 30 31 -667 244 332 795 43 -426 707 943 236 643 -88 -629 16 -984 289 -203],[-203 289 -984 16 -629 -88 643 236 943 707 -426 43 795 332 244 -667 31 30 161 -689 491 -740 -475 -238 433],true
[890 -223 407 268 -781 899 524 -62 446 -990 -226 297 361 567 -3 160 535 255 696 -58 -207 398 -419 848 331 -104 643 393 714 880 575 -764 -392 -753 585 701 -683 350],[350 -683 701 585 -753 -392 -764 575 880 714 393 643 -104 331 848 -419 398 -207 -58 696 255 535 160 -3 567 361 297 -226 -990 446 -62 524 899 -781 268 407 -223 890],true
[-874 656 73 157 142 -620 167 -776 68 780 698 -824 -189 -694 -195 -444 0 7 348 350 156 106 319 -276 867 878 -472 -297 176 624 -624 -673 945 -764 -702 218 200 -540 636 567 -998 154 964 748 716 -251 144 -337 931],[931 -337 144 -251 716 748 964 154 -998 567 636 -540 200 218 -702 -764 945 -673 -624 624 176 -297 -472 878 867 -276 319 106 156 350 348 7 0 -444 -195 -694 -189 -824 698 780 68 -776 167 -620 142 157 73 656 -874],true
[675 443 790 -549 607 976 -23 28 413 126 417 -704 358 -102 110 -24 71 343 343 1000 -305 -322 512 -720 931 -536 403 577 -941 -590 924 -111 -84 900 -460 578 -709 956 236 847 -89 553 -857 -63 -750 -986 440 375 609],[609 375 440 -986 -750 -63 -857 553 -89 847 236 956 -709 578 -460 900 -84 -111 924 -590 -941 577 403 -536 931 -720 512 -322 -305 1000 343 343 71 -24 110 -102 358 -704 417 126 413 28 -23 976 607 -549 790 443 675],true
[687 -817 475 393 -205 -702 -955 -620 394 137 753 -248 -956 600 461 698 -393 509 636 -666 -463 -521 -462 375 -191 -309 -298 894 -611 798 200 798 211 -413 -361 -479 247 270 -654 -445 -122 -662 271 419 -80 -188 566 -560],[-560 566 -188 -80 419 271 -662 -122 -445 -654 270 247 -479 -361 -413 211 798 200 798 -611 894 -298 -309 -191 375 -462 -521 -463 -666 636 509 -393 698 461 600 -956 -248 753 137 394 -620 -955 -702 -205 393 475 -817 687],true
[228 -910 787 880 309 -734 307 -97 460 801 774 -513 -777 -476 -400],[-400 -476 -777 -513 774 801 460 -97 307 -734 309 880 787 -910 228],true
[180 -905 937 -689 -505 -600 848 -290 485 -420 854 -110 207 440 392 946 -427 -764 -47 -611 125 452 755 569 -669 127 666 525 591 915 20 915 -349 561 834 -698 717 649 603],[603 649 717 -698 834 561 -349 915 20 915 591 525 666 127 -669 569 755 452 125 -611 -47 -764 -427 946 392 440 207 -110 854 -420 485 -290 848 -600 -505 -689 937 -905 180],true
