train_input_1,train_output_1
"[""X|fkM^:*~2scc$v|~x_gZV9\nc22KY\n9<Ls"" ""4Ti\t><]9B-#)\t^=Lu+mXAU%?\nin>475o7U5H(2FU"" ""PS_n6S4Y_sDa:^qO^K5OD8BQiT6zA{i+'"" ""\"";sqpn:6>aA}m44:+?94Y=}o%+i/5Pg5g0;afw[p8"" ""P+paYD7{G=g'6'Bc!E*R.\nd 'FmO\\*;Z!z"" ""y6C=I5}/"" "":;[AVH9W}s<0UB!Iu*W\nVOgdbivg>Vzwb #=e"" ""TE={Hl3KCCy5J]tNar{gnGCTv/ K~OLMb|\\+C"" ""WSXEN>bNeZp4U.},Z[_qZ%5y0g<0-b"" ""|H!rd-I,6"" ""Db/[}sjd&5UYz/CX<h%R\\kVA\\$Ho"" ""t~OEG1H5l.,$k_\t\""@t607VIGq\t,rwqd9C]d79"" ""lViUOh?{'yS/y,FqfS+<)1|Bk R$MbZp\""MvTvP,Q!af'<[:J]n"" ""Stg+X4s[fbBK>JB`\nK,Qt0>o[\njJ:;O-G\\b7RXL`ouxn"" "";yb+oR-9jQg3GM\\@d,mP3\\BQ|AmmWU1l{qUi"" ""M~+ESa&A0,^Qm5djSF*x83\t*)h%KKm^Yf9+\nxP"" ""j67E<XM[u\t&k\\w@,2cL87"" ""z~t!-IZ~CT:)[~DLJ=JXUQZ_f2Sr;\ngK\tT1["" ""PD5j<DlIuT'u#4\\.""]","16
36
21
38
36
44
50
37
28
9
30
37
37
8
34
41
33
40
34"
"[""u+(DdaC87#-.fl>Uo""]",17
"[""BB-,4=W`\t$BA9~iwFOO"" ""829'7d&!E\t@d"" ""fY2<fQoQ=,S/%B`zqSlY$`).PB1,.oXIgv17"" "";>\""FEq[8|5``je91fH!exjv=Pg"" "",r57QKOeXXrzNl\\#*|kB~=;67e\t4,p$R@3h*unwF]@Ma]"" ""M8+vyFIH4&gatU&ld%G(M,lXU=v]Y"" ""%M?W}eU5M!lBo7qQG).j0!Q!2\n3~N"" ""aukUs+[q(\\wJQS@D*5"" ""sI1f=+t\ntH-PfSSlM7s\"""" ""oPg4M\tdP|T^AXh'kou#M2\""\t!T3r\t"" ""Wiutj*j*jgmS\""31=G*9~,fy6Fb-3q[Uo<&H]t9O-TD<SH8"" ""vcD[Qzc{(}J/-}!J*F[{ u"" ""T1(\t&%<41,""]","10
22
46
28
20
18
29
29
45
26
36
12
19"
"[""wBCZ5*O*mawY6V)gKkx\tO=O-(JjZGrMho6h"" ""kc&UdX9Dp4Dh)}` A3>+PH'w*#nj[DPy%{zvA"" ""&6JZYW3}E4B<y}FeYi7[RzGvWf1Lu(2~NHJ~r6b"" ""VBWSL6SEhN\nloj[i:h"" "")YA@Ia9xpa\""7\ne<wF}eN?T\n_hG_v!=7+O_ioqfEH&tLc$VhI"" ""fI;ILN9|.)<jqG:'vA&Zl|:iduUoI_+=[lGT"" ""r?`3O6o4(b CJkJ|]]"" "")]/TNc6V"" ""tF;M\nG17N:*X3(UKp_`d3>^_UqO8T^xYs-lL'~\taX8]XF-|"" ""&y,Ih|x]&f2Y\""H\nV>|85aP19lam9tkuU'3V#wI?FJ$Rlo"" ""mnh5dV||kV6vZ#\""#ENy"" ""bsp;028yG-s2p;;"" ""Gdh=1V[s(uy{wlW957FZNEE!Da\\0;kpryMO8hXkADW3v<"" ""q~g7A<M""]","7
45
15
19
45
47
8
18
36
48
18
39
37
35"
"["""" ""u\t<unD/&|/xb<JX(cPv(46=cg=@r;i:ha_CW<3\nxO}YK.?][71"" ""dJyh)`t\""P"" ""B~PSuHtFAj\th.AJ$T9Q>H88\""IwDY`bp'{i{=}%c(&}jBeKzpP"" ""}o;`9Xu\t%fW\""M_\n3>MY@d_Kf=^X|"" ""ZIOyV`AT"" ""RCi.u.8iF\tDSNewJJ|2en#W|9?oKzk|Knq(D"" ""|J1mvQ@ L;T^i<b),Y%2ycRW;\""^2ka2<m"" ""ayzcU)YSd$aXU\\] J0={xY6Ne B08nug{x(6\nVy:{^\""$"" ""*tvbagq]mUc-8'A'08xh"" ""gl6P?\n!<ZT_"" ""xVDDJ9U)V8Phigy\\K'Av0"" ""BYPHWm+@vwX]M6O?Yc`#X5&h}S"" ""Q_yN_;up`}RgAic\""y)_LfV@hP}\\T sHU%X>u9"" ""UhrX1%I'5{\tliNL9YbVBLx3>}.e`kM\""'hC#1fK}`+"" ""`W:3//y&bI@'nkFdAHve"" ""&Y1J5PrJ\\Jv&qV"" ""32R-HDTn<D`|Hoz^ L>sQFPYn_ }]t?KH5M&v @x)#Ko9s"" ""5)40((mj\tlnv`FC(\\4vr^|zA'`,!>%ck{tTW}Y1%i.xG rV\t"" "";igKs&~wh_"" ""TYJfju\\}L'Y"" "";+AV|fT$@/A}5]7"" """" ""M\""zzG#UYptKyASl:E}:Ykij}zXnETtsX^{="" ""-1auNB*%jTC8r,0ciN08+|~H^eV$"" ""zJ!Ugh|T4Lm<u&wY.c7`6N=-fta|[{z5YA&"" """" ""Ry6)*Ap),IHER9~V`_Ti[%F%I\tkwC2}Qfe>"" ""sZM6Ch,C#kJ5ptLp2o"" ""1wCu<0axx$+_8sX`] dKbXpJ<\\SZ""]","28
18
35
0
35
28
35
0
15
11
10
48
46
14
20
41
37
26
21
11
20
44
33
36
8
28
49
9
50
0"
"[""\tR7QZj.5fS]mDR$gpBeL`fqZQ` dz%"" ""E+"" ""p5_4-<9DfA?\\L&*`D_yIR"" ""]N{UUy(,5e}ItK(8dT*TU(u%W:|S/xUfbW"" ""JPVXvGer8&=^U>?d_;+\""<cz8w=hx={<JC>w-&@c7yB"" ""[}>-4TC)$kLaNaM\""dH[5aJK}LrqO#Z$Le?A&_~"" ""y0sZwaO=I\n\t%[XXX`8(og{j[?[TC|YB"" """" ""\\{*m`$LZ*Rpv'(|c"" ""q`<~U&f';[oR,fl\t$Q]$ygw}uyv\negu""]","31
16
0
31
38
42
34
21
2
30"
"["">{@:.dmbn02Y$\tPH<\n%\n"" ""LaVO|0$_VnS|^-N0;vU[xJ(gTrf77j"" "">]c\nFBAfM}'&Z.69\nR3!_t=:w N?MGUVfI.%Zv["" ""Bwp>\tJsO~%-+Z~+%0LW~*KQ\""g\\a(~TbO]S*,g0=v9r"" ""=2-1G*\\#*]\\1=d`W]I4"" ""<XgX'.cn^mB^arm*dcg2U7?4O4!Yfa"" ""UU?\tt0*d"" ""^$#Jk1~JuDHU>-!Xij.~;^f5J3bq*1\""x3<rIgty"" ""c[WV|8u<G={9 \t)>5C {FVv%lG-,'"" ""+:\nK/)\t5_H[ ?~:"" ""Q{N#&"" ""+h{Q+bQcIWJTXq{~8]l\""ZBj8q]6fb fhd-:4CJH/{"" ""a<M&7rNmKqOJu {(V_xV+y>JD\ng\t?W;X6fu\nbo$\t_i\\f]q0F/w"" ""/S40U`wFEk)fVq`!I#BK(\t@-?E9^WAEP"" ""T\n|9!,TxRjD</$fbz{AQFYIu$2pMm(yga7"" ""P&1h?ZBq1]\\H,.u@=B)56n$zr0U3N{D,`${3LxX*b|\""bfyU5"" ""3_c4&hDmg'oLEC)57Qi^6~V$1~G5?]l9XXKt+V-cAJ'.j}"" ""C<6>+t7$T\""bUt\tT?d3cgzqJK\tc"" ""!aiY=R\nY%BGom)qX]])xFV42+Wga2_Zm\n4$C=fX!r0]`\\="" ""z?,,rugL(xKwyK!S\""Hj1}KS^YXy&/};3s\""G]sj#HK6"" ""w@5"" "";HkpBGgvo_lrz%cf\\Q:X^Hp!}gv^A7{goLn<aiUl+"" ""c;xJ:J,~J3h@@<"" ""P\\N*gHsdk:-x2YNEiZ\\<`"" ""\\(bU;^+Xk^I_;dgC=uh]CU"" ""NEaHm{G/*PG]jU,bcWHPlaj WwB,uH,j8E{z;*D(.u1y!dJn"" ""S]%k/q}gH K"" ""U(zn\tz#7\naLX(6zx^:7L55)H0y&;6x].-k<VzJ5k<v}?t"" ""/lbC7yC#]l_u e=Gc)uY?=D#44y}rrBITMZ&L8T55,X%}Otp*m"" ""p]5/UJ g\nCUs'6D{"" ""kD:nUm/"" ""g\\C1s- e[$`~->`K"" ""JU<rk7)Ep"" ""v6a?'&IN`\""vS 3#CkLxXKit}\""l=ub<Tw/40X^\tsG^'T})UA>"" ""eK=_A,xs*['UOv)Y~I9#"" ""iU^!T%y:^NnGA~lfp\t7!,U0tKnP\t"" ""q)$SG.vZ}mpPCCj!R?hb3>?OclmEdL~N(UDI5\\"" ""+>>L3O^Z5MH`[(GwVh-lfr/r+Ea=]_y,R1W\""h~>"" ""9>Vm(|D\""+i`ddLUV0x3~?a%QseN!_X}[O+mmO)9adZ<'H2<"" ""&~bI\nQ&o8RZK;EyV#e6d.}{.@"" ""hNCN\""8W_4je\n\\<tqS<,.Y}$-ULzAQ ,KX\\D;\nA++_q|`ok"" ""%K(u6P^mZ2tu62/1<{].8W:;~rJ5y3Va#qKZ^o4/+X"" ""j\t\\+\\{Zf'xLmTd3Cti4RXo+n#B}{L\nAhD0"" ""y92&WMl\tbXZsO6)d-NG^TQ8"" ""z|x:s[&je"" ""$c)ZS0xhbaoI\""Y3g:)v*/)3<5Q'N-s0%mM9SK|-Vem"" ""Ze1-4CpqsE1kCVxc$u!`D-kS07%z8\n~:\t|gp^C<`3-hBsz"" ""$'}qb`F{k@2r@ "" ""-3h&A@?z(\\LDuX:t2]a"" ""nfMS\""/)r[M!yLA?1=3u#(=;S+@5v,Mh:#*""]","34
19
14
46
42
9
23
34
42
46
25
47
39
38
28
20
48
9
16
7
16
50
45
11
48
22
21
14
41
3
42
46
26
46
48
34
32
50
41
5
15
29
39
8
30
19
42
39
30
20"
"[""A)o=<4.5Y%w#5c.e0y`ax;6{_t_[W)HI"" ""qf.k(iImleUX.E<#oDu;~/?z<\ttE//\""rv9C}{.0v;\""LG_TqB2"" ""L!dN.UQ-<4og\""Qe~\tb:Wq_GwD~({atV+YQ"" ""J\tGn<l~'k)QGf@#S?_0L]'$]"" ""U~#.SW;*_6>#_]l%&+x::~c:BE#3dLB7\to"" ""O8jXB`Vt=f\""l%}:/)jdQ/a@f!6-F\\KY@H@#D"" ""}BhSL^&x)UTr"" ""(uG9jkva@!bV^4H4\ts}m2_6 ~M+V0Tt])j9Wm0o^*"" ""qv/"" ""7F!`EX^"" "".b,SyuX8"" """" ""zkP!m"" ""s+e2/+\t>uk#u@[XYh$N~Oz7PYpZ_N_Rws\njzno"" ""?YH}v'-KP;]\n3dfT"" ""!2V*H*Z%bT\n9Lnij+71\""(/DS=amBNxvP6'P-|2HVl;^NtI\\,B"" ""\\3|$"" ""O|73~ [H3"" ""fQybv=}F(1M)malMCir@,A7ix3ermd2"" ""@fVC.iBMbro/lO-8@MpE"" ""FIzToS:@Xv2?g{l#^VHOs0dPq[O+B6t""]","31
20
31
9
4
49
16
38
5
0
8
7
3
41
12
36
34
24
34
49
32"
"[""~b|7"" ""qjN=UGejhD/5?A.gQh@:8CfR"" ""sU?S ,%qp[U]}C3ODKGCFq'q\\sKtiKZht;:"" ""=14X0&KS\""vw"" ""$js2OLWlWVnSqn4E"" ""T<mXq6F:>1@#VxM$Y<Da]ofA`crTZ0T1"" "".hdfU\""~\""wuJ"" ""ujxNZ"" ""9t{kZ"" ""\\-F(&3K1YwK}4||Wt^GB"" ""$\tQ*4>?WF\"".'O_dITh5APdb4\""E6J"" ""rjPL[.&ELXkT'YB$KUuYRlzX\""@`6S$sjEM\t"" ""+kxWTxzL>0&idxaA7rjTN?>DYhM\n \""SP"" ""5^5+2o8w-Jms_hR>oxgGRc?n;mWfG<*("" "")/8n1PF:7eKw?h\\\\dD(K:nK"" ""r+<Y8RpN .R~}w.ZJL+@J/3MXfC\n]K#rA<E(T"" ""o<Dhn{2<7_\\GY% ?>7d}$FD@0F"" ""._[q\nOlfM$0Fncc7d"" ""G0zU>"" ""|K[52~F;A"" ""2tUdA$U9;BHuvU[.gjZQBGDoi\n?b1TB\""j"" ""i<JQM!8yBu8=KlD3Y~CJV"" "":E!7g! 8"" ""B8_nV8CRr1)VZL]wGE#`DJL'9/Ckk|U9Y9A98"" ""FZsjf\nLpxH\nZty4!igtlCB;WI`"" ""'\tX/&/5P`V gNa<RY}"" ""?~#V'wa"" ""p{lspUx=+^gD\tu{f!YIwNwA[>I"" ""$s`IFO$kErYx\""om}>Em?w}r"" ""bp4g79M|)nEWN_In({4iU"" ""_nRc\t-xdil#3:.cA0k[)vt3?=C3VI#t/PbsNU"" ""Hp4"" """" ""\te:S%fO~U2t9."" "")*v*Ob +SeB,O*r3W_WgSe;Q'u"" ""BC@#)pg(\n)(ey*kl\\*H rK$Q6\\?z);w7\t6& o#L|z0+k1%~,$A"" ""E-y=Bbo(%uw~ p!\""/T{`kk6MwOuGA"" ""V6q2TaUn.(\\-^f+\n7Qww+y4^ D!:xz^)n"" ""4@^[ 0\""(<VH3l&4`ho'dc\nh+6)"" ""S+Ga\t9;S"" ""w5/S<Y=J .iL5$hD\\;A0"" "";,n1:g5`0\tH]hD7}7_Z\nEQMG>k6[S7i>F"" ""SWAT]!!SP)feIb\""m6C$wSx/h9Sn}i3/Bb]#|JS_\t/rN|.+H"" ""n]40}V_wBsGPxHWrqW}73Sw{xBa~ |Gw6ReP+>1VEm9fh>h'L_"" ""YIM#AxB>nz/sh8|T"" ""j+pkQo4X,H\""gG@kB=/[="" ""&lAu3"" ""w,lre7yL'-PQ:_od9l(OA  ufSfz\tI<iS^;r*[N:f,<W""]","44
5
20
16
50
47
33
20
8
26
33
29
50
26
13
0
3
37
21
23
26
7
18
26
37
8
21
33
9
5
17
26
37
23
32
32
35
28
20
5
5
11
32
16
11
35
24
4"
"[""e)c)aA\n_mR><#]"" ""(eL&{C?I2X60Y"" ""r>qL}c'_W&idB\\AD\nh8"" ""s>>'YI"" "".:\\`?GzasMIut+"" ""W<iCe!ZKYgV\t!gfzHx\n/iO@|$\ti8$MQGG,yg\\\t}DdMW_"" "":fTc`"" ""|4i^5W1kwv\n1\n32Rm67l[OA%g'|V?rsY!wqjaV8aOD_S)2<"" ""E49R4MpKu%;{i.#6ouph(&\np$[ebRx0Os6~2:`BpAxAao-JCu"" ""a%A7\\^k^4\t47B?\t'.x+q=}2N|,3CX1vG1pfQ2N^u \\rb\n_^f"" ""=U)k\\.,M\t07W"" ""TA\""\"""" ""WHH=>EG+/%wi\\%Bm+,?!<[9.' 1w/"" ""W{Z\tk"" "".=Z\""b@U{{;bZ3d'WKSJ[@up\n6{@-CB1f=bzhQe#mL&.AQ*w!k("" ""EhckL1nqZ\na\tYqn@\""i.&wXf3Z&,4(*Ug .32P<"" ""u(rb#S_,NV@dG^QJcJ-ZJv=x6Ve\\{r"" ""Q((G\"";Alb\t4|%X\\$&wL2O1D"" ""Y!m.E;|"" ""S==G4Uo'"" ""Mr!l9p!Wwza1hfRMrv:j&\""08ZQB*M\\ma%G!C1B}M\\^"" ""527PQtbSh^3X1M>u0"" ""Q@GyZi13O\""j]O^f5AsYd2EBL8<uslR#"" ""0"" ""$$hXXO-TA+T9u+N|r&gJ6/AF[ZaFueJL"" ""A6o?Q?*1\""Hf#}g/yH|S/hn^Fnw)"" ""uhYI]`d}OI&9Ls"" ""bp)y}u\""|vGsY2,t!\\6k\""3{'~"" ""F"" ""&@~9HVz'hp-Xjs;B^4VX~*\nl.I.O%M!Vo"" ""JcKFlTgV*aXCPm\tB. "" ""a8{1CfG$NKFG`lb\\&?Lftrwlbv/<(\t;<!PcQYX+@wZ2\tD"" ""}+,b8,2+T \""%v&h|jFG^\ns:W#,VWbBa\tJ @0"" ""pahHhB>|6IlX"" ""MjJhZ(QYuDf@Xc,d"" ""G3{^5<5KE3("" ""F.9n''fB :cvai]{!3:0~>y!ulA'\\l"" ""}b?,ebVRshl|AmB6Z`U_pChn^"" ""CStYOXlR |mM{2mD0oMBLUQx1SH\n#Wj{ARQ_I\t"" ""rNr\nlosiE!:26VM"" ""p^=9gzRQxd*EQkw]~*pg~)?9TOB2rs#2Q@l 6e69n?@mCg[W"" ""{wa\\+!77]KChma9.{ea)<)&yn}D`7^gimZsIPm^F]Ms+y""]","45
48
15
38
25
30
11
16
12
36
45
18
33
1
24
14
27
32
1
31
17
42
8
7
23
30
38
50
5
29
4
12
48
49
47
5
44
14
6
19
13
14"
"[""B?l9cn*9(%_K!}"" ""'tee{HQQjrZQx c^^"" ""J#Sj)&lSGR\""2=1dT[[d\tQTMQ?)Ak\n/\t6\t.>I]g ^.[DRG"" ""vYH}Drj<,*2u+!>Q'R\t+Jfy}}Cnu)_rNn\\<!3;T~\tK+17p0yZ"" ""fH%@lJmgEbZwrUnz>LtEK2mc -hf&H"" ""D06b{pxv"" "":ijP&\\CZ(b,=>a]?'Q]{M F(6Dw=Wxk[SLI\tK/=s;$9BLB,S"" ""]9.g?8hSUJZ[(\n)$gH(~5{!*iR;Y^?E"" ""UkOqdWIS>dCwkn>WHR~qiuXxtX>E\""=Yv7JR8>Gr*"" ""4RC> ?hUo-3\t*{"" ""VM{_6`F8Y5U_Kj}QbsO4FT5xdO}%[{}^NBE"" ""!09xz1PHP:^I]"" ""=\\vqiA@V/YX/L?&u=MO?,:bNvhr\""fmJ`~B+'X4Q>:"" ""w+0:3,&_-\\u[yO?'y&|\n"" ""#J!"" ""e;874/[`f(/=x:IBF$[hoBS'3<f{:\n$M}eZWMB\n:vT*yrsV@"" ""h>w:`&KEktdfN#(<Y[?p-[+F~N\t'vUF7R_KXpnA"" ""7->)`;_-0"" ""3D=,z7iL \""\t@n{\nkL\"")sC%s^Up'f\\X\nHteK:zAf%b\nLW`No"" ""#=s&9in+D+9~o\""|?)%8i45zksjSgM;wUD9|I;eS\\bx[K''[*:"" ""4P9:rM-0Oi_K#HqIkfY8I!c\\6F5"" "">c+BP{|]1pP=`A@zRv#QsMi~`\""y\""(-["" ""x#>"" ""0T=c9e^,xC??#vT \\)aB_VMvFWEEg9]{L 4Y!PD;mNG [H#n"" ""/g\nV I\\.3FV@hm\tzu"" ""[hTRPVn|,C]0/Lxn{~<4l(|G0`J$\""\\fjtt>%$Yv&dO=z?xR>?"" ""H5ahIWEw%g_V&0D.(gjkEV1t!sbo`dURV#ySoGXG[t7-K{r{4;"" ""'B/?Nc5Ol6..|S=5_*zB`gf?Y1\tiPVB\""[3\n2#"" ""/|7)1uLa_6H?Itdbk`aB2(;eB(tat)_/<"" ""sFOL7"" ""gptB%P(1G H*:nNu6n!pg\\s4|Ld99\""hsa#^x"" ""C1xj/I.iAB.wW%{,k\n-=H|rd;>puxs}ZZ}qs<N:IYX"" ""iN'R+"" ""i"" ""AaY\n[^s0V"" ""%\tnMZ."" ""~8-at&dqUkTc\\fEY*onO5g N"" ""4u\tk2O*vt48|"" ""7:\""uDTx\\\t.G\""tw62\""ygAB@`c`6$I"" ""j8'[Ur\""i~t8)Woe$p<7_k3UU39+"" ""kIyd!$7wBlHDuJ^iC1URWx&NTcMr8Y\nB"" """" ""g6>v- .]\tjrJ"" ""~b'PrZR7zI y$$86g>5Ne?kV\\A<HY\""<$rE>"" ""q{I7LA:GP87';=vLDb, '^9j7eFqH!H1^c+MmL*^]5(nh"" "".I(9R7g:}W\tOL3:szvUVpw""]","22
45
35
12
0
32
27
28
12
24
6
9
1
5
42
36
5
33
37
50
49
17
48
3
31
27
49
47
9
39
48
3
20
41
13
35
14
40
31
48
8
30
49
45
17
14"
"[""a`nHDE2Cz@/C[NoW_FA\n~F"" ""f|DqJApu[SBdie?@;i%RR"" ""l1@8"" ""r+W$1w+Y6<6C`@5)UwS+e[dghXxK}-s;c1gwN\"";1W]("" ""g^,|u8wo{u#N=|iF4\\')Y7\n"" """" ""0xr(mO]0_"" ""|h ~BW.(=U>M\""\""3;1>G5-n5(DH_DvdX0r%cbrY2_Jx"" ""iS (W\tX)M'Ylcb&RXu5;hfNM%aI*k5< uc3e};zM-{F>w0pYui"" ""NrB-,X9U2e`o ,]eE68Z_Ak^6>XYM@ky[G\tP:"" ""{FR-#\\I4z/Fx9\n<b_9-R+`/x7\""4LRb;B/E9x>|he='l<=[_"" ""OSfF/_ HbC^;k\""Veq\n|_%SM[JsQ_=4'%zIz"" ""[J^j^!=:6i$<\n{o<+\n5amEg22}v`I>tM'{""]","34
35
47
37
50
42
9
0
23
43
4
21
22"
"[""u0?PG**g,r%`/:I56%rqO_Idm"" ""'X`Vmrys'bfLmVN+Upbf "" ""SU* \""KkkE7)@PuHxNC*l;?""]","22
21
25"
"[""F&U#)KzX3j71P4$`/"" ""k)pb&;K\tLI]2iREL%N!CI\\/c|y"" ""/\nptJ3o'i"" ""F]bDTfQTsa]+E\""}fK1MLfAH"" ""!l/dx<Qt `=FLQO_"" ""W\\&g6\\I +M^\\1Vi"" ""mGqk1Mo+P&`g$MS6WD'NU$Sq00(n*}$yzRe#*"" ""o.?\\gc}^V\n5b&c^[]IkHM$^EP/BGf2e}}d!\\]J!&M`2#lpO"" ""-^%b&~S!KL:b3<=`{C!E\t@)MiU?sxzT\t"" ""Wtykwt?j?$E0za<kY\\TkcDv"" ""-wZ"" ""@9&Cv{`>t3q/rm%F?l>_YEMP\n8"" ""4x_q\""\\7p'$%7 ~QY+^Psq(WKvaCx~:U~qA[i1]B8#&!PW"" """" ""3Tp3q(FoTZ"" ""iMu/=:\\M,Pg^3i-c}"" ""fFZ@"" ""yU8'hA\""Te6Fs\tTv2KWH<b"" ""SbHB*[c7qlI;s\\"" ""no:{?40PruB'P|P,)0islGE{,"" ""\nzipYb+%z%yF)K=*iZ]><n7^1mll+LKX-]RW}~U\nxx'm""]","44
25
14
21
4
17
10
0
45
26
3
23
32
47
37
15
16
23
9
26
17"
"[""\tv6q!3Q"" ""WCF\nCUB3WF}ZcaK)ne&"" "":d \n:\""*Ibi.}?Eal;a\trH59|"" ""{[#dKF>az|}RGw_uw=a\""Ku?\""b?=l[u\n7v.B"" ""mG\\6]{FjE76w81%56'V6Wpc mD;fP"" "";;LV;Aoy{['ob,}!D\\HX)d-`Hte\""I"" "":RH.+<fFaP\t1>Chzc-z{-sphjORREI9Ql?bR&}"" ""qdD5ea|wmB}/mk9"" ""N<tL$\\h:tY7mJ"" ""%x|ewUEDli"" ""ra"" ""Ki4/\""S^V PmH[t2u"" ""@}KZL6,V]70qC{E~\\/A@\t""]","21
16
2
10
13
15
38
29
29
35
24
19
7"
"[""W\no?_sBE~;("" ""MW7#V{G,,va`^sX<\t:BdC|*,\""b\t)u}q:>vb9P~0.U$K"" ""^5"" ""Q"" ""R4.v@bSd7\""NpawH:\\Qy`y\ti}>qaR]+cXBb'b`F"" ""cT*$\nsj@XNc:ChvHUQA',LteIr[k8VK)t&W"" ""95u%y\tv{3."" ""{"" ""H@JY%R9fxk}| MJw|xLhJ!edn\""k2&"" ""a1ebB %v.\t'mm0f/YX)j#eU\t3N0A'b'qg\t"" ""Un=5OSdcs(mOM9g|+@]Kx-]>"" ""1ktgT,e,~rfy'4\\wv#/@~NF5!MQ=K 3^qnuZ5oj;i!`CEkrJV"" ""aWUo 22~$aO7 21Cs g7k!8\td33??LIA=((feEW\n~w~Y]Biq"" ""'4d,iF_+D\\P*2.-+k@0AZy5ZL?lP8"" ""XD+xH&p7~wO3\tC.ZN/w"" ""9#R]xxj$ng%}-JUvtnJy3geVA;r5i+jy2S8!`aFmYqFq%"" ""<n\""]{\""U(oR;9Rx \""#hET1q.)k9\t&J5]gAsImi:?r2f&CC:="" ""ZW4,M/e8CNRQY/HV;,zKEdUf'f\n6(P5lg"" ""C6bG%"" ""2_*C-^2I#iti:g\""\\QK!)z>us4!x3_j!E-\\[QOh"" ""fBZUQ| Us&-s/?B=WwZK4bd7\""8$%R"" ""H0O^z6u\n}$e~,gfJHPpSjCM<Yze?B8k5#Ls%<Kk|g\n"" ""F)kQe?{8DzDx`InlJ-,%"" ""\""t>0-a("" ""@#"" ""+w>1dZHC9?W<EsIJVNn}]"" ""8lx\\l6\nox)=T,L6\n*|.g&p(z,"" ""j-#'{G:ZONYUAlx/E4fVct{v^gOygWX:O-mB\n"" ""C4(__}BY'4J+(*|}eP)?M_\nB'DTsDUBVVPMnyU"" ""]<-oP)\t1FC_]zR56%a8[X/P/(d(J"" ""h)3SEri{AqsnFt0O}\tBZh"" ""nhvmg9v^\\ax#."" ""{%<gfd+Qg!"" ""t[Ictm0|(M+nf;\nV7&85&:F=&|=4""]","28
10
13
21
28
38
37
25
21
2
7
20
42
29
38
5
33
47
45
19
29
48
49
24
34
29
1
10
35
38
1
2
43
11"
"[""aFZrYqJq4%3Di[f2RX>\\K=lLx[pc8!<[a44\"";E[;"" ""O/T1H0OLN>;/MHi.a8NHTVj}m&!\n&]u%>eZ|^a\\UzD9z/:M;j"" ""y~(k]K"" ""-)0mz66VJYI/ocub*G+'E_UyOm],R"" ""?%=5h9R@DtrP|a|e&n216&?:\n_Ve/P"" ""im.c$3}&!P="" ""t\nG\""[|oJpy(Qr[!e"" ""c@\nVG(Z>MjRSV)[l$z\\OM"" ""p6Ne$_(_Zrsy{L/E b~l</M\""KTM,m2@+ &[/S1S}]X3c"" ""9$\""lw_S1)XhQ))'wVUUfS"" ""p}^vDVQGi66x_M@Im?%E?L4,FJ<K_|_S\""vHGCQj][O?^-"" ""|H93o\t"" ""8#jMZbRn?\""o"" ""JV^:'URaF6 yhe5D%?(g[znT\t:Ip\n~;6S)w2~w>i%E*"" """" ""__?tp)\t)y+TJkKIj@/Qzm5}c8.t:FZ,a[0w6IP}"" ""]jZNaY\t61q[bUW^(CMJ'4Sm}O"" ""6'G`>_-5^Ak:u|:BdD]izuV<T\tfg}k0*`Y"" ""cN\n)ENGKI0B[N\tE#3[so+e;WfXC(/PHN$@+[{Ox*5$+#A,"" ""L"" ""N=KtXY&S<Xa{:R#ADW3"" ""GY\tHl1N;D\\mv8e;kf>"" ""Ev"" ""n~nV57nhm>AbjM$qj![XmBflrK!YM[\n3md;PV#^Mml$CG7\t"" ""uaXLQ{_1^pjphIdB+{u`"" ""CE4NALPp|/* %Yf0U~:D,x?u@"" ""12O:M\\W,SxYeKIbh:O5nLB=""]","23
25
20
47
2
18
19
1
46
34
25
39
0
43
11
6
45
21
44
21
16
11
30
29
6
49
40"
"["")eD"" ""e|Ygl'?K%c`Z-=46V\nbw]R]4a;;Jue=lX(l"" ""\""KP5'pAlgx+i*5-]V@~[%pS;B(}"" ""E63j10'2+,`p><WiUaJx ]Ic989;2kj\\o;w'jUuN)f+"" ""G,1=(oL.@4SiGfVDi"" ""@1h}=k3vhRS6QCjl}_,#CsNc=p:"" ""yrE[uHY~<(zQF??pM)"" ""TtBy85KB}q`ZmN:lu]bJ!grVZYKL"" ""33k7\txz{]0<}<3K"" ""+%J{Vw\tsO10dEkE"" ""u9*g{=|S1UT{%]$Q^\\Oi,$y1\""Q)#4M!; [=@_\\YYxYl-"" ""^+:j,ul1z6TD$j*8J&Et99aPMe7FE"" ""Hbu&:j]cXYN$*:o<xZS>'5V"" ""+GY7n{9O"" ""i6M!]&J;w,F-~"" ""D R|1eti e"" ""B2""]","2
10
13
8
23
29
44
15
15
28
18
27
17
43
27
35
3"
