train_input_1,train_input_2,train_input_3,train_input_4,train_input_5,train_output_1
79,64,7,4,53,Student has a C grade.
33,31,24,12,68,Student has a A grade.
97,82,62,43,70,Student has a C grade.
79,71,50,38,10,Student has a F grade.
98,55,37,3,22,Student has a D grade.
64,22,9,3,16,Student has a C grade.
88,78,10,8,18,Student has a C grade.
44,13,12,5,28,Student has a B grade.
67,48,44,40,86,Student has a A grade.
40,35,5,4,85,Student has a A grade.
36,29,20,19,65,Student has a A grade.
57,49,48,29,27,Student has a F grade.
93,59,17,16,12,Student has a F grade.
97,93,81,62,99,Student has a A grade.
100,94,74,20,62,Student has a D grade.
56,37,14,3,69,Student has a A grade.
94,71,65,47,20,Student has a F grade.
24,19,14,7,89,Student has a A grade.
97,82,33,16,35,Student has a C grade.
53,47,15,12,3,Student has a F grade.
66,65,59,52,93,Student has a A grade.
62,49,41,4,80,Student has a A grade.
73,63,39,11,39,Student has a C grade.
85,80,70,45,99,Student has a A grade.
96,84,59,35,98,Student has a A grade.
63,52,48,6,84,Student has a A grade.
81,75,70,30,86,Student has a A grade.
100,85,67,36,27,Student has a F grade.
54,41,29,13,9,Student has a F grade.
96,80,75,16,64,Student has a D grade.
73,50,46,14,83,Student has a A grade.
100,98,43,6,9,Student has a D grade.
74,68,48,36,68,Student has a B grade.
51,34,20,10,76,Student has a A grade.
78,13,7,2,52,Student has a B grade.
61,50,12,8,15,Student has a C grade.
85,56,47,25,31,Student has a D grade.
95,92,41,34,72,Student has a C grade.
78,34,26,4,49,Student has a B grade.
91,90,33,31,5,Student has a F grade.
98,49,39,10,35,Student has a D grade.
73,24,14,2,25,Student has a B grade.
90,88,79,55,25,Student has a F grade.
77,29,18,8,37,Student has a B grade.
96,45,4,3,70,Student has a B grade.
70,69,19,2,6,Student has a D grade.
98,35,30,15,50,Student has a B grade.
70,67,46,14,59,Student has a C grade.
89,87,70,44,19,Student has a F grade.
93,47,28,21,74,Student has a B grade.
85,32,18,8,98,Student has a A grade.
78,52,45,29,66,Student has a B grade.
84,39,3,2,99,Student has a A grade.
80,56,29,26,7,Student has a F grade.
73,62,50,14,26,Student has a D grade.
95,45,31,14,70,Student has a B grade.
91,84,10,9,85,Student has a B grade.
91,50,44,29,94,Student has a A grade.
95,58,52,15,19,Student has a D grade.
90,56,39,6,71,Student has a B grade.
71,48,38,28,55,Student has a B grade.
63,53,12,8,44,Student has a C grade.
94,82,62,50,94,Student has a A grade.
60,34,8,7,75,Student has a A grade.
97,84,62,19,94,Student has a B grade.
56,46,44,4,99,Student has a A grade.
87,42,27,8,12,Student has a D grade.
84,77,36,16,73,Student has a C grade.
76,72,57,0,7,Student has a D grade.
97,82,56,35,8,Student has a F grade.
59,43,39,33,59,Student has a A grade.
76,63,49,1,67,Student has a B grade.
89,53,41,28,10,Student has a F grade.
62,54,46,26,49,Student has a C grade.
89,56,52,25,16,Student has a F grade.
91,46,36,22,81,Student has a B grade.
92,84,58,46,57,Student has a D grade.
82,59,33,2,61,Student has a B grade.
44,39,37,21,15,Student has a F grade.
64,53,18,6,60,Student has a B grade.
98,70,67,44,76,Student has a B grade.
73,65,16,3,88,Student has a A grade.
96,90,30,25,79,Student has a C grade.
66,48,44,18,50,Student has a B grade.
90,78,74,30,48,Student has a D grade.
73,61,54,27,0,Student has a F grade.
67,62,15,10,80,Student has a A grade.
77,52,40,0,67,Student has a B grade.
57,49,27,8,94,Student has a A grade.
80,74,60,14,90,Student has a A grade.
84,55,16,2,65,Student has a B grade.
72,62,59,55,50,Student has a F grade.
48,41,24,20,14,Student has a F grade.
69,20,10,8,36,Student has a B grade.
75,44,38,28,99,Student has a A grade.
52,47,19,16,75,Student has a A grade.
81,42,30,9,82,Student has a A grade.
95,31,16,11,42,Student has a B grade.
31,18,16,11,52,Student has a A grade.
78,72,63,40,3,Student has a F grade.
99,48,35,34,38,Student has a C grade.
92,80,65,52,57,Student has a D grade.
93,59,18,3,36,Student has a C grade.
90,52,49,21,85,Student has a B grade.
73,66,51,34,18,Student has a F grade.
93,88,72,38,72,Student has a C grade.
64,60,38,35,65,Student has a A grade.
44,29,27,25,63,Student has a A grade.
95,93,70,32,76,Student has a C grade.
91,65,42,7,13,Student has a D grade.
76,29,17,6,1,Student has a F grade.
83,70,14,10,58,Student has a C grade.
63,51,50,24,5,Student has a F grade.
87,86,72,28,40,Student has a D grade.
77,35,18,6,11,Student has a D grade.
59,19,18,1,0,Student has a F grade.
85,80,73,56,14,Student has a F grade.
96,64,39,21,61,Student has a C grade.
78,46,43,13,79,Student has a A grade.
91,89,85,52,56,Student has a D grade.
92,72,54,50,49,Student has a F grade.
93,89,76,37,18,Student has a F grade.
78,32,28,9,72,Student has a B grade.
80,62,59,1,38,Student has a D grade.
85,84,74,17,46,Student has a D grade.
85,45,36,9,90,Student has a A grade.
97,20,18,8,67,Student has a B grade.
87,71,66,38,0,Student has a F grade.
83,78,39,25,20,Student has a F grade.
91,51,38,16,6,Student has a F grade.
98,69,44,9,30,Student has a D grade.
70,64,34,28,67,Student has a B grade.
96,56,15,0,8,Student has a D grade.
84,53,23,22,90,Student has a A grade.
89,88,40,20,13,Student has a F grade.
31,25,3,0,61,Student has a A grade.
68,15,10,2,8,Student has a D grade.
93,80,70,24,11,Student has a F grade.
100,86,24,6,17,Student has a D grade.
96,54,52,34,66,Student has a B grade.
87,50,36,26,67,Student has a B grade.
67,24,22,15,96,Student has a A grade.
49,27,21,6,67,Student has a A grade.
80,69,46,11,91,Student has a A grade.
86,80,74,40,71,Student has a D grade.
92,45,14,7,70,Student has a B grade.
100,44,18,1,81,Student has a B grade.
84,37,29,20,58,Student has a B grade.
92,34,24,14,22,Student has a D grade.
63,58,36,10,8,Student has a F grade.
74,59,44,34,97,Student has a A grade.
22,18,13,0,3,Student has a D grade.
69,41,13,1,85,Student has a A grade.
78,46,42,25,76,Student has a B grade.
50,45,9,1,60,Student has a A grade.
75,44,42,20,4,Student has a F grade.
99,80,58,27,83,Student has a B grade.
95,80,61,15,34,Student has a D grade.
85,70,12,4,50,Student has a C grade.
72,63,39,18,14,Student has a F grade.
93,64,56,24,64,Student has a B grade.
86,85,49,4,64,Student has a C grade.
93,64,5,1,55,Student has a C grade.
89,69,55,0,45,Student has a D grade.
90,78,61,33,86,Student has a B grade.
87,58,52,12,64,Student has a B grade.
99,82,13,6,25,Student has a C grade.
71,62,55,41,20,Student has a F grade.
92,48,47,5,4,Student has a F grade.
75,47,30,24,73,Student has a B grade.
94,46,29,20,94,Student has a A grade.
73,63,59,28,81,Student has a A grade.
91,55,34,11,32,Student has a D grade.
75,53,34,4,11,Student has a D grade.
54,46,29,12,65,Student has a A grade.
97,62,61,22,75,Student has a B grade.
100,91,77,14,32,Student has a D grade.
91,69,64,56,39,Student has a F grade.
96,83,71,0,50,Student has a D grade.
56,51,48,17,67,Student has a A grade.
59,49,28,8,27,Student has a D grade.
73,52,40,9,73,Student has a A grade.
86,26,22,12,67,Student has a B grade.
90,74,55,31,83,Student has a B grade.
50,43,25,10,38,Student has a C grade.
44,31,24,19,27,Student has a C grade.
99,40,33,30,45,Student has a B grade.
65,31,29,25,86,Student has a A grade.
69,59,40,2,76,Student has a A grade.
97,80,65,53,75,Student has a C grade.
69,55,47,12,10,Student has a F grade.
92,79,66,30,74,Student has a C grade.
82,72,57,53,63,Student has a C grade.
96,52,44,28,82,Student has a B grade.
85,44,38,21,38,Student has a C grade.
48,38,21,16,83,Student has a A grade.
79,73,72,28,84,Student has a A grade.
70,48,30,13,83,Student has a A grade.
87,72,56,26,3,Student has a F grade.
100,97,74,45,77,Student has a C grade.
95,84,55,10,30,Student has a D grade.
94,78,71,67,77,Student has a C grade.
85,60,58,3,97,Student has a A grade.
96,92,69,67,18,Student has a F grade.
83,76,55,7,10,Student has a D grade.
89,80,62,31,61,Student has a D grade.
92,80,79,26,87,Student has a B grade.
97,78,23,21,28,Student has a C grade.
80,78,64,42,66,Student has a C grade.
99,59,43,6,11,Student has a D grade.
35,18,12,1,46,Student has a A grade.
94,24,23,7,69,Student has a B grade.
58,43,34,33,90,Student has a A grade.
79,45,44,9,36,Student has a D grade.
97,65,18,3,32,Student has a C grade.
96,59,26,22,27,Student has a C grade.
66,57,45,15,6,Student has a F grade.
87,70,56,36,27,Student has a F grade.
94,76,58,28,12,Student has a F grade.
95,44,33,27,88,Student has a B grade.
39,34,17,14,1,Student has a F grade.
65,40,18,1,26,Student has a C grade.
81,71,33,25,74,Student has a B grade.
86,83,39,4,30,Student has a D grade.
85,52,38,4,50,Student has a C grade.
82,39,22,11,52,Student has a B grade.
98,42,40,34,41,Student has a C grade.
83,32,12,8,30,Student has a C grade.
95,79,36,1,45,Student has a C grade.
85,45,40,0,5,Student has a D grade.
60,56,41,21,42,Student has a C grade.
98,78,75,10,52,Student has a D grade.
44,37,2,1,63,Student has a A grade.
78,46,33,3,100,Student has a A grade.
53,6,2,0,19,Student has a B grade.
85,77,72,64,22,Student has a F grade.
69,37,31,4,68,Student has a B grade.
82,67,55,2,13,Student has a D grade.
99,40,15,11,10,Student has a F grade.
96,83,65,41,4,Student has a F grade.
96,69,17,9,59,Student has a C grade.
84,62,60,41,62,Student has a B grade.
74,73,71,23,49,Student has a D grade.
80,77,22,11,14,Student has a D grade.
79,76,72,16,94,Student has a A grade.
82,36,24,12,32,Student has a C grade.
93,76,46,20,85,Student has a B grade.
91,76,16,10,75,Student has a C grade.
84,76,67,45,96,Student has a A grade.
95,88,38,19,67,Student has a C grade.
89,65,43,18,65,Student has a B grade.
94,42,24,0,62,Student has a B grade.
86,79,69,55,7,Student has a F grade.
92,81,76,71,7,Student has a F grade.
71,60,39,29,98,Student has a A grade.
99,75,71,27,16,Student has a F grade.
99,91,69,56,41,Student has a F grade.
68,51,30,16,58,Student has a B grade.
100,75,63,54,21,Student has a F grade.
95,53,10,8,24,Student has a C grade.
68,48,39,21,26,Student has a D grade.
86,63,38,33,82,Student has a B grade.
95,42,34,8,93,Student has a B grade.
93,69,57,52,88,Student has a B grade.
94,83,71,62,95,Student has a A grade.
66,37,17,5,51,Student has a B grade.
79,73,64,31,28,Student has a F grade.
98,54,47,33,40,Student has a D grade.
100,91,90,37,1,Student has a F grade.
83,59,45,27,90,Student has a A grade.
73,68,28,2,66,Student has a C grade.
81,56,42,7,43,Student has a C grade.
60,56,7,4,77,Student has a A grade.
70,68,62,47,14,Student has a F grade.
79,29,21,1,40,Student has a B grade.
97,59,38,10,64,Student has a B grade.
92,79,74,13,44,Student has a D grade.
99,63,27,1,79,Student has a B grade.
94,81,46,3,54,Student has a C grade.
38,35,26,9,14,Student has a D grade.
72,66,52,2,29,Student has a D grade.
54,31,20,15,25,Student has a C grade.
96,56,54,25,66,Student has a B grade.
100,78,44,26,16,Student has a F grade.
98,97,56,50,15,Student has a F grade.
56,47,43,23,39,Student has a D grade.
70,46,22,11,39,Student has a C grade.
41,14,12,8,55,Student has a A grade.
84,22,14,8,27,Student has a B grade.
50,41,28,4,11,Student has a D grade.
100,49,24,17,69,Student has a B grade.
99,56,48,3,54,Student has a C grade.
63,53,24,2,72,Student has a A grade.
86,85,21,2,19,Student has a D grade.
96,77,74,49,66,Student has a D grade.
64,26,22,5,20,Student has a D grade.
77,32,19,12,61,Student has a B grade.
90,55,18,2,68,Student has a B grade.
72,66,40,0,33,Student has a D grade.
87,49,36,17,26,Student has a D grade.
74,54,42,7,14,Student has a D grade.
98,77,26,16,33,Student has a C grade.
94,74,27,11,93,Student has a B grade.
50,46,14,2,13,Student has a D grade.
91,55,51,33,80,Student has a B grade.
67,59,45,0,68,Student has a A grade.
69,66,56,19,8,Student has a F grade.
77,36,30,12,3,Student has a F grade.
95,67,62,1,54,Student has a D grade.
80,57,45,39,2,Student has a F grade.
99,39,27,0,79,Student has a B grade.
85,59,32,2,16,Student has a D grade.
89,75,39,25,79,Student has a B grade.
65,57,42,9,47,Student has a C grade.
59,53,18,3,7,Student has a D grade.
77,71,16,6,28,Student has a C grade.
91,47,34,17,43,Student has a C grade.
58,22,21,15,65,Student has a A grade.
88,50,4,3,10,Student has a C grade.
67,64,60,18,61,Student has a C grade.
88,66,33,15,16,Student has a D grade.
84,70,19,7,6,Student has a F grade.
98,95,42,4,56,Student has a C grade.
77,65,6,1,63,Student has a C grade.
100,91,79,14,76,Student has a D grade.
80,38,22,17,84,Student has a A grade.
57,51,14,6,32,Student has a C grade.
100,99,39,9,0,Student has a F grade.
71,24,18,10,70,Student has a B grade.
83,51,44,1,71,Student has a B grade.
83,67,49,21,57,Student has a C grade.
88,83,64,39,70,Student has a C grade.
69,53,19,1,10,Student has a D grade.
43,37,31,4,93,Student has a A grade.
83,63,51,5,56,Student has a C grade.
90,89,67,32,63,Student has a D grade.
81,62,55,22,13,Student has a F grade.
89,26,18,11,18,Student has a C grade.
77,58,50,34,26,Student has a F grade.
95,91,56,16,82,Student has a C grade.
98,78,70,10,78,Student has a B grade.
77,40,27,6,86,Student has a A grade.
61,53,37,32,21,Student has a F grade.
78,72,9,6,89,Student has a A grade.
69,37,32,1,2,Student has a D grade.
44,34,19,6,95,Student has a A grade.
96,83,73,0,0,Student has a D grade.
68,57,31,8,25,Student has a D grade.
97,52,48,9,14,Student has a D grade.
96,86,78,17,14,Student has a F grade.
84,78,65,43,42,Student has a F grade.
49,23,11,7,80,Student has a A grade.
86,82,78,43,99,Student has a A grade.
85,61,49,48,91,Student has a A grade.
87,71,56,22,61,Student has a C grade.
77,73,62,1,20,Student has a D grade.
85,51,45,35,66,Student has a B grade.
92,87,77,19,38,Student has a D grade.
76,68,59,24,78,Student has a A grade.
99,93,89,37,97,Student has a B grade.
84,72,46,31,73,Student has a B grade.
89,77,47,26,59,Student has a C grade.
87,57,39,36,51,Student has a C grade.
85,72,56,1,64,Student has a C grade.
68,64,25,4,44,Student has a C grade.
77,45,36,25,13,Student has a F grade.
67,66,26,8,35,Student has a C grade.
87,70,62,8,96,Student has a A grade.
44,43,19,9,24,Student has a C grade.
84,68,37,31,89,Student has a A grade.
64,38,21,8,58,Student has a B grade.
84,80,68,56,89,Student has a A grade.
78,55,24,7,52,Student has a C grade.
85,74,63,46,74,Student has a B grade.
80,55,33,3,1,Student has a F grade.
37,36,21,14,84,Student has a A grade.
84,45,28,19,44,Student has a C grade.
74,33,21,3,41,Student has a B grade.
37,14,10,1,75,Student has a A grade.
99,98,88,6,70,Student has a D grade.
76,69,66,0,68,Student has a C grade.
76,75,40,30,9,Student has a F grade.
65,60,32,21,16,Student has a F grade.
68,17,12,3,8,Student has a D grade.
93,67,64,40,62,Student has a D grade.
99,61,51,0,54,Student has a C grade.
79,58,52,50,12,Student has a F grade.
93,84,61,3,68,Student has a C grade.
86,85,34,10,86,Student has a A grade.
67,62,53,39,88,Student has a A grade.
87,85,34,18,9,Student has a F grade.
96,74,67,44,8,Student has a F grade.
92,89,82,2,74,Student has a D grade.
75,72,17,4,35,Student has a C grade.
64,53,52,27,71,Student has a A grade.
75,65,31,9,98,Student has a A grade.
81,45,43,16,25,Student has a D grade.
99,73,55,31,23,Student has a F grade.
77,56,29,18,81,Student has a A grade.
90,80,77,41,34,Student has a F grade.
77,62,16,15,63,Student has a B grade.
67,50,43,31,18,Student has a F grade.
71,62,30,5,30,Student has a C grade.
59,42,29,5,100,Student has a A grade.
83,49,46,8,61,Student has a B grade.
76,13,12,3,3,Student has a D grade.
74,66,51,23,29,Student has a D grade.
60,22,20,14,9,Student has a F grade.
70,45,25,6,99,Student has a A grade.
65,58,24,18,84,Student has a A grade.
91,89,47,6,14,Student has a D grade.
71,52,40,5,6,Student has a D grade.
100,62,42,27,68,Student has a B grade.
81,80,32,19,47,Student has a C grade.
69,51,42,6,7,Student has a D grade.
61,44,43,13,61,Student has a A grade.
92,81,80,61,28,Student has a F grade.
93,42,26,1,83,Student has a B grade.
52,24,22,19,73,Student has a A grade.
56,49,42,32,17,Student has a F grade.
95,80,51,24,62,Student has a C grade.
81,42,31,22,59,Student has a B grade.
92,76,65,11,41,Student has a D grade.
64,26,20,18,34,Student has a B grade.
93,73,56,13,23,Student has a D grade.
89,82,24,7,94,Student has a A grade.
58,49,14,0,71,Student has a A grade.
95,75,70,61,93,Student has a B grade.
67,57,31,20,67,Student has a A grade.
30,29,21,13,47,Student has a A grade.
42,33,24,14,0,Student has a F grade.
67,53,42,25,98,Student has a A grade.
96,80,66,49,48,Student has a F grade.
53,34,26,15,91,Student has a A grade.
84,76,26,19,5,Student has a F grade.
87,85,62,5,97,Student has a A grade.
55,51,19,6,87,Student has a A grade.
26,22,14,10,44,Student has a A grade.
81,71,61,42,8,Student has a F grade.
71,70,20,1,5,Student has a D grade.
83,75,46,38,16,Student has a F grade.
87,52,27,14,17,Student has a D grade.
67,65,49,22,57,Student has a C grade.
57,41,40,11,91,Student has a A grade.
83,76,36,21,71,Student has a C grade.
64,45,25,2,97,Student has a A grade.
88,81,77,10,38,Student has a D grade.
76,73,71,23,79,Student has a A grade.
77,55,19,15,86,Student has a A grade.
53,45,39,5,82,Student has a A grade.
93,92,90,52,60,Student has a D grade.
98,63,50,17,53,Student has a C grade.
75,16,9,5,74,Student has a B grade.
69,50,31,26,48,Student has a C grade.
78,77,66,65,35,Student has a F grade.
64,60,43,31,6,Student has a F grade.
48,31,15,11,90,Student has a A grade.
65,54,45,4,74,Student has a A grade.
90,77,45,38,56,Student has a C grade.
83,79,22,0,64,Student has a C grade.
99,77,74,38,46,Student has a D grade.
90,25,23,1,73,Student has a B grade.
95,26,10,4,92,Student has a B grade.
99,96,39,16,79,Student has a C grade.
84,54,37,1,87,Student has a A grade.
79,41,13,1,85,Student has a A grade.
76,57,46,45,73,Student has a B grade.
93,86,73,16,84,Student has a C grade.
79,69,64,10,4,Student has a F grade.
70,31,29,11,56,Student has a B grade.
91,46,11,8,94,Student has a A grade.
87,81,71,47,52,Student has a D grade.
91,83,66,0,51,Student has a D grade.
85,34,29,15,87,Student has a A grade.
90,70,29,10,23,Student has a D grade.
76,55,40,30,100,Student has a A grade.
100,45,21,8,25,Student has a C grade.
84,59,14,13,65,Student has a B grade.
74,72,57,37,10,Student has a F grade.
85,81,74,10,92,Student has a A grade.
86,30,29,3,48,Student has a B grade.
93,70,26,12,35,Student has a C grade.
97,83,12,1,11,Student has a D grade.
81,51,8,2,2,Student has a D grade.
79,35,21,14,78,Student has a B grade.
94,59,42,20,37,Student has a D grade.
34,28,21,13,57,Student has a A grade.
88,85,60,52,78,Student has a C grade.
88,87,68,35,61,Student has a D grade.
67,29,4,2,65,Student has a B grade.
83,82,53,14,59,Student has a C grade.
59,42,15,11,94,Student has a A grade.
99,93,85,48,11,Student has a F grade.
70,14,6,1,64,Student has a B grade.
85,61,30,4,46,Student has a C grade.
97,62,7,2,45,Student has a C grade.
69,42,16,6,78,Student has a A grade.
90,61,40,38,45,Student has a C grade.
75,15,14,9,74,Student has a B grade.
61,55,37,9,10,Student has a D grade.
92,62,52,36,88,Student has a B grade.
99,98,47,24,45,Student has a D grade.
83,78,17,11,78,Student has a B grade.
97,27,25,22,70,Student has a B grade.
98,81,50,2,35,Student has a D grade.
95,73,50,30,18,Student has a F grade.
84,38,32,29,77,Student has a B grade.
88,51,42,20,38,Student has a D grade.
98,73,58,34,60,Student has a C grade.
94,27,14,3,3,Student has a D grade.
63,56,43,4,21,Student has a D grade.
91,74,16,14,39,Student has a C grade.
53,51,46,31,36,Student has a D grade.
95,89,86,42,93,Student has a B grade.
55,36,19,9,76,Student has a A grade.
85,81,77,15,88,Student has a A grade.
83,82,40,3,79,Student has a C grade.
51,32,29,23,7,Student has a F grade.
91,73,54,41,22,Student has a F grade.
98,44,13,0,60,Student has a B grade.
94,51,26,24,21,Student has a F grade.
100,92,73,52,38,Student has a F grade.
71,51,45,37,49,Student has a C grade.
100,67,52,1,78,Student has a B grade.
56,20,13,3,2,Student has a F grade.
85,69,17,12,0,Student has a F grade.
93,87,69,6,35,Student has a D grade.
93,72,66,11,88,Student has a B grade.
79,75,36,27,67,Student has a C grade.
92,31,30,21,92,Student has a A grade.
73,67,20,12,64,Student has a C grade.
66,51,22,0,87,Student has a A grade.
97,91,29,13,10,Student has a F grade.
99,82,57,0,90,Student has a B grade.
58,56,47,7,65,Student has a A grade.
81,37,35,27,90,Student has a A grade.
78,65,41,15,52,Student has a C grade.
77,54,49,31,16,Student has a F grade.
98,77,1,0,61,Student has a C grade.
74,40,37,8,19,Student has a D grade.
98,23,15,0,0,Student has a D grade.
97,75,67,11,31,Student has a D grade.
58,10,6,5,58,Student has a A grade.
87,86,69,61,1,Student has a F grade.
86,32,19,10,9,Student has a F grade.
89,82,72,37,31,Student has a F grade.
98,57,56,51,69,Student has a B grade.
90,58,54,23,77,Student has a B grade.
87,26,24,1,71,Student has a B grade.
99,81,55,15,52,Student has a D grade.
93,37,2,1,3,Student has a C grade.
80,43,41,33,98,Student has a A grade.
100,87,11,0,52,Student has a C grade.
88,79,45,37,57,Student has a C grade.
76,43,23,20,85,Student has a A grade.
88,74,32,7,84,Student has a B grade.
59,57,43,36,70,Student has a A grade.
86,67,21,11,13,Student has a D grade.
61,60,30,26,52,Student has a C grade.
74,62,4,3,47,Student has a C grade.
59,7,4,1,63,Student has a A grade.
90,87,23,3,39,Student has a C grade.
91,83,52,9,70,Student has a C grade.
100,30,15,9,67,Student has a B grade.
91,33,19,0,50,Student has a B grade.
79,57,29,26,78,Student has a B grade.
93,67,58,43,75,Student has a B grade.
90,59,52,6,39,Student has a D grade.
96,30,16,3,62,Student has a B grade.
88,84,57,32,79,Student has a C grade.
59,28,21,18,61,Student has a A grade.
84,78,68,38,65,Student has a D grade.
80,75,67,25,82,Student has a A grade.
29,23,4,1,97,Student has a A grade.
44,42,25,0,54,Student has a A grade.
43,36,15,5,35,Student has a C grade.
60,57,55,21,52,Student has a D grade.
52,28,27,9,76,Student has a A grade.
91,85,72,27,84,Student has a C grade.
73,54,9,2,13,Student has a C grade.
82,74,50,26,92,Student has a A grade.
100,85,35,12,61,Student has a C grade.
71,33,19,3,18,Student has a D grade.
76,63,45,36,3,Student has a F grade.
82,76,45,8,19,Student has a D grade.
80,64,24,21,74,Student has a B grade.
100,67,65,31,60,Student has a D grade.
81,47,36,5,42,Student has a C grade.
89,64,26,10,83,Student has a B grade.
86,76,56,31,37,Student has a D grade.
57,35,33,14,34,Student has a C grade.
88,82,19,6,87,Student has a B grade.
87,74,54,3,81,Student has a B grade.
95,88,56,6,85,Student has a C grade.
92,59,49,2,20,Student has a D grade.
72,61,16,5,90,Student has a A grade.
97,74,49,23,61,Student has a C grade.
54,37,20,17,82,Student has a A grade.
79,61,60,38,61,Student has a B grade.
73,45,25,22,70,Student has a B grade.
36,35,31,2,34,Student has a C grade.
78,66,55,18,92,Student has a A grade.
93,91,22,15,81,Student has a C grade.
98,56,50,15,4,Student has a F grade.
92,77,66,50,32,Student has a F grade.
89,80,44,32,32,Student has a D grade.
98,94,85,43,41,Student has a F grade.
97,69,24,17,58,Student has a C grade.
93,49,35,5,20,Student has a D grade.
98,90,36,7,87,Student has a C grade.
89,72,44,27,67,Student has a C grade.
70,58,22,14,59,Student has a B grade.
99,90,87,22,21,Student has a F grade.
90,86,65,64,50,Student has a F grade.
100,92,58,50,43,Student has a F grade.
84,74,53,4,29,Student has a D grade.
76,39,17,15,11,Student has a F grade.
92,67,28,2,31,Student has a C grade.
97,86,47,23,9,Student has a F grade.
47,39,23,21,78,Student has a A grade.
87,79,50,39,38,Student has a F grade.
80,77,61,32,36,Student has a D grade.
69,58,18,5,61,Student has a B grade.
83,43,35,22,8,Student has a F grade.
86,70,52,3,39,Student has a D grade.
83,30,25,22,40,Student has a B grade.
62,49,47,20,99,Student has a A grade.
94,76,67,27,15,Student has a F grade.
81,34,19,3,44,Student has a B grade.
82,50,40,31,49,Student has a C grade.
98,60,52,0,31,Student has a D grade.
80,70,41,7,21,Student has a D grade.
90,61,37,32,11,Student has a F grade.
84,77,22,0,35,Student has a C grade.
97,51,42,35,32,Student has a F grade.
50,17,4,0,1,Student has a D grade.
59,26,19,13,45,Student has a B grade.
79,62,27,24,34,Student has a C grade.
94,34,7,1,16,Student has a C grade.
67,64,47,4,79,Student has a A grade.
75,58,54,25,6,Student has a F grade.
99,98,40,17,70,Student has a C grade.
91,78,75,72,58,Student has a F grade.
94,85,84,47,30,Student has a F grade.
81,70,59,33,2,Student has a F grade.
65,49,39,14,98,Student has a A grade.
78,45,34,5,19,Student has a D grade.
78,57,40,1,87,Student has a A grade.
74,50,25,17,12,Student has a F grade.
100,73,64,48,48,Student has a D grade.
74,73,40,35,81,Student has a A grade.
77,63,37,34,85,Student has a A grade.
86,80,33,32,25,Student has a F grade.
97,86,24,22,14,Student has a F grade.
86,58,47,11,83,Student has a B grade.
97,83,60,51,21,Student has a F grade.
75,49,17,0,62,Student has a B grade.
85,54,49,19,91,Student has a A grade.
82,75,33,3,12,Student has a D grade.
96,94,54,17,81,Student has a C grade.
90,62,61,48,98,Student has a A grade.
57,44,31,28,63,Student has a A grade.
88,61,54,8,93,Student has a A grade.
82,77,59,36,13,Student has a F grade.
75,56,38,28,25,Student has a F grade.
82,23,15,11,61,Student has a B grade.
75,73,26,2,51,Student has a C grade.
88,72,60,42,26,Student has a F grade.
69,24,2,0,28,Student has a B grade.
41,36,22,19,68,Student has a A grade.
82,49,37,10,95,Student has a A grade.
90,66,44,32,82,Student has a B grade.
51,50,33,31,74,Student has a A grade.
63,62,57,15,72,Student has a A grade.
79,74,66,16,52,Student has a D grade.
64,47,19,6,70,Student has a A grade.
89,67,23,12,10,Student has a F grade.
96,94,85,34,35,Student has a D grade.
93,73,57,25,43,Student has a D grade.
48,31,20,13,72,Student has a A grade.
87,73,25,0,37,Student has a C grade.
93,81,34,26,59,Student has a C grade.
87,64,63,50,36,Student has a F grade.
93,80,52,32,33,Student has a D grade.
86,84,48,46,54,Student has a C grade.
78,71,62,33,66,Student has a C grade.
100,89,79,39,30,Student has a F grade.
92,75,32,5,90,Student has a B grade.
69,41,39,34,71,Student has a A grade.
38,18,16,10,93,Student has a A grade.
68,23,4,2,8,Student has a C grade.
62,25,15,9,11,Student has a D grade.
91,67,46,27,32,Student has a D grade.
53,47,36,6,35,Student has a D grade.
92,85,76,63,8,Student has a F grade.
97,45,36,12,29,Student has a D grade.
61,60,41,19,26,Student has a D grade.
82,41,39,23,1,Student has a F grade.
93,91,60,35,94,Student has a A grade.
90,52,36,9,26,Student has a D grade.
92,58,24,5,28,Student has a C grade.
86,65,35,17,23,Student has a D grade.
76,65,50,20,71,Student has a B grade.
87,84,32,10,61,Student has a C grade.
91,36,20,4,18,Student has a D grade.
78,60,37,18,50,Student has a C grade.
92,89,81,62,61,Student has a F grade.
98,72,56,38,62,Student has a C grade.
94,47,15,5,16,Student has a C grade.
72,70,53,2,90,Student has a A grade.
79,48,11,9,88,Student has a A grade.
60,52,35,23,45,Student has a C grade.
87,18,2,1,61,Student has a B grade.
99,51,39,26,85,Student has a B grade.
63,34,28,22,61,Student has a B grade.
41,38,21,13,56,Student has a A grade.
95,73,39,28,18,Student has a F grade.
92,68,60,58,70,Student has a B grade.
47,42,30,18,22,Student has a D grade.
57,13,8,2,16,Student has a B grade.
83,61,51,49,76,Student has a B grade.
55,51,13,12,0,Student has a F grade.
61,53,26,1,18,Student has a D grade.
56,43,16,9,86,Student has a A grade.
54,49,42,26,4,Student has a F grade.
72,40,26,0,31,Student has a C grade.
90,71,52,18,94,Student has a A grade.
84,82,51,29,56,Student has a C grade.
94,38,32,17,10,Student has a F grade.
68,65,26,12,33,Student has a C grade.
80,39,19,13,39,Student has a B grade.
84,82,58,12,3,Student has a F grade.
78,48,12,10,59,Student has a B grade.
78,69,65,21,21,Student has a D grade.
